weather,direction,speed
overcast clouds,70,3
few clouds,90,3
overcast clouds,80,3
overcast clouds,80,3
overcast clouds,70,3
overcast clouds,80,2
overcast clouds,90,3
overcast clouds,100,3
overcast clouds,120,2
overcast clouds,80,2
overcast clouds,90,3
broken clouds,90,2
overcast clouds,140,4
overcast clouds,120,4
overcast clouds,140,4
overcast clouds,120,4
overcast clouds,130,4
overcast clouds,150,1
overcast clouds,60,3
overcast clouds,60,3
overcast clouds,60,3
overcast clouds,50,4
overcast clouds,60,3
overcast clouds,70,4
overcast clouds,90,3
overcast clouds,80,3
overcast clouds,90,3
overcast clouds,100,3
overcast clouds,100,4
overcast clouds,100,3
overcast clouds,80,3
overcast clouds,80,4
overcast clouds,130,2
broken clouds,100,3
overcast clouds,100,2
overcast clouds,90,3
overcast clouds,70,5
overcast clouds,80,8
overcast clouds,80,7
overcast clouds,80,7
overcast clouds,90,6
overcast clouds,90,6
overcast clouds,90,6
overcast clouds,80,6
overcast clouds,90,6
overcast clouds,90,5
overcast clouds,90,6
overcast clouds,80,5
overcast clouds,90,5
overcast clouds,90,3
overcast clouds,80,2
overcast clouds,70,2
overcast clouds,80,3
overcast clouds,90,3
overcast clouds,90,3
broken clouds,80,3
broken clouds,50,2
broken clouds,90,3
broken clouds,100,3
broken clouds,90,1
broken clouds,180,1
broken clouds,200,2
broken clouds,220,2
broken clouds,230,2
broken clouds,230,1
broken clouds,210,2
broken clouds,130,3
broken clouds,140,3
broken clouds,110,1
broken clouds,60,1
broken clouds,60,2
broken clouds,70,3
broken clouds,70,1
broken clouds,0,1
broken clouds,200,2
broken clouds,280,1
broken clouds,210,1
overcast clouds,310,1
broken clouds,0,0
overcast clouds,290,4
overcast clouds,280,4
overcast clouds,310,5
overcast clouds,310,5
broken clouds,300,7
broken clouds,290,8
few clouds,270,7
few clouds,260,8
broken clouds,270,8
few clouds,270,10
sky is clear,270,9
few clouds,270,8
few clouds,270,8
few clouds,240,7
few clouds,260,4
few clouds,0,1
few clouds,280,3
few clouds,340,2
few clouds,0,1
few clouds,20,2
sky is clear,20,2
few clouds,350,2
few clouds,30,1
few clouds,30,3
few clouds,70,4
broken clouds,70,3
scattered clouds,80,4
overcast clouds,90,5
broken clouds,100,4
broken clouds,120,4
broken clouds,150,2
broken clouds,160,1
scattered clouds,210,4
scattered clouds,220,4
scattered clouds,210,3
broken clouds,200,3
broken clouds,230,2
scattered clouds,330,2
sky is clear,20,2
few clouds,0,0
sky is clear,360,1
sky is clear,0,0
sky is clear,70,1
few clouds,350,1
few clouds,100,2
scattered clouds,0,0
few clouds,160,1
broken clouds,0,0
scattered clouds,0,0
few clouds,0,0
scattered clouds,300,1
broken clouds,200,2
broken clouds,200,2
scattered clouds,270,1
broken clouds,240,3
broken clouds,280,4
scattered clouds,280,3
scattered clouds,260,2
broken clouds,300,6
broken clouds,290,7
overcast clouds,290,6
overcast clouds,280,8
overcast clouds,290,8
overcast clouds,300,8
broken clouds,290,7
overcast clouds,300,7
overcast clouds,300,8
few clouds,290,6
few clouds,290,6
few clouds,310,4
few clouds,0,0
broken clouds,350,1
overcast clouds,0,1
overcast clouds,340,1
overcast clouds,80,3
overcast clouds,70,3
overcast clouds,110,2
overcast clouds,160,3
overcast clouds,220,4
overcast clouds,230,3
overcast clouds,270,2
overcast clouds,0,0
overcast clouds,180,1
overcast clouds,190,4
overcast clouds,130,1
overcast clouds,140,2
overcast clouds,0,0
overcast clouds,100,1
light rain,60,3
light rain,40,5
moderate rain,70,4
moderate rain,70,6
moderate rain,80,5
moderate rain,80,5
moderate rain,80,4
light rain,110,3
moderate rain,60,2
overcast clouds,80,1
broken clouds,230,3
few clouds,230,2
few clouds,230,3
broken clouds,220,2
overcast clouds,230,2
overcast clouds,310,2
light rain,200,2
few clouds,210,4
broken clouds,220,2
few clouds,200,2
broken clouds,170,1
broken clouds,240,6
few clouds,230,4
few clouds,170,2
scattered clouds,140,1
broken clouds,80,3
overcast clouds,70,3
overcast clouds,80,4
overcast clouds,70,3
overcast clouds,80,3
overcast clouds,50,6
overcast clouds,70,4
light rain,70,4
light rain,80,4
overcast clouds,100,4
overcast clouds,70,6
light rain,70,4
light rain,80,5
light rain,60,5
moderate rain,60,6
moderate rain,70,6
moderate rain,80,6
moderate rain,90,6
moderate rain,80,6
moderate rain,100,4
light rain,100,5
moderate rain,100,5
overcast clouds,170,6
overcast clouds,130,5
overcast clouds,130,4
overcast clouds,160,7
overcast clouds,180,8
overcast clouds,180,6
overcast clouds,180,6
overcast clouds,180,5
overcast clouds,160,4
moderate rain,130,2
light rain,110,3
light rain,100,3
light rain,120,3
moderate rain,170,5
moderate rain,300,3
light rain,160,5
light rain,140,3
moderate rain,140,5
overcast clouds,140,4
overcast clouds,140,4
light rain,160,3
light rain,160,3
light rain,180,4
overcast clouds,200,3
light rain,280,13
light rain,270,10
broken clouds,280,15
moderate rain,280,17
scattered clouds,290,15
scattered clouds,290,14
few clouds,300,13
few clouds,290,17
few clouds,290,17
few clouds,290,16
scattered clouds,300,15
scattered clouds,290,13
few clouds,290,15
light rain,290,15
light rain,290,11
few clouds,280,10
few clouds,280,9
few clouds,280,8
few clouds,280,7
sky is clear,280,6
few clouds,290,5
few clouds,0,1
scattered clouds,0,0
scattered clouds,340,1
scattered clouds,70,3
broken clouds,60,3
broken clouds,70,3
scattered clouds,90,4
broken clouds,80,3
broken clouds,90,4
broken clouds,70,3
broken clouds,80,3
broken clouds,70,4
overcast clouds,70,4
overcast clouds,100,3
overcast clouds,90,4
overcast clouds,110,4
overcast clouds,100,4
overcast clouds,120,4
overcast clouds,110,4
overcast clouds,120,5
overcast clouds,110,5
overcast clouds,120,3
overcast clouds,110,3
overcast clouds,110,3
overcast clouds,90,3
light rain,80,4
light rain,80,4
light rain,90,4
light rain,80,4
light rain,90,4
moderate rain,90,5
moderate rain,80,5
moderate rain,90,5
moderate rain,90,4
moderate rain,80,4
moderate rain,70,3
moderate rain,90,4
moderate rain,100,4
moderate rain,130,2
moderate rain,160,4
light rain,200,4
light rain,250,6
broken clouds,290,8
light rain,280,9
light rain,290,10
broken clouds,300,10
broken clouds,250,8
broken clouds,240,8
light rain,250,10
few clouds,250,9
broken clouds,260,10
scattered clouds,250,7
few clouds,250,6
sky is clear,240,5
sky is clear,260,7
few clouds,280,7
few clouds,280,8
sky is clear,280,7
sky is clear,280,5
few clouds,260,4
scattered clouds,250,5
broken clouds,280,3
broken clouds,100,1
scattered clouds,320,1
few clouds,290,3
scattered clouds,270,5
few clouds,260,5
few clouds,260,4
few clouds,250,5
few clouds,260,5
few clouds,260,5
few clouds,250,5
few clouds,230,4
few clouds,220,3
sky is clear,240,5
sky is clear,240,4
sky is clear,290,5
sky is clear,280,3
sky is clear,50,2
sky is clear,50,1
scattered clouds,10,2
broken clouds,10,2
scattered clouds,40,1
few clouds,30,1
broken clouds,10,1
broken clouds,80,1
overcast clouds,310,2
broken clouds,0,0
scattered clouds,320,2
scattered clouds,30,2
few clouds,290,5
few clouds,290,6
sky is clear,290,5
few clouds,280,5
sky is clear,290,4
few clouds,300,4
scattered clouds,290,4
scattered clouds,300,4
scattered clouds,340,1
overcast clouds,340,1
broken clouds,40,2
scattered clouds,60,2
broken clouds,10,2
scattered clouds,60,1
broken clouds,70,2
broken clouds,90,2
overcast clouds,100,2
overcast clouds,90,4
overcast clouds,90,3
overcast clouds,90,3
overcast clouds,90,5
overcast clouds,100,5
overcast clouds,70,4
overcast clouds,60,6
overcast clouds,60,6
moderate rain,80,4
moderate rain,60,5
moderate rain,70,4
light rain,50,4
light rain,60,4
overcast clouds,80,3
overcast clouds,100,2
overcast clouds,90,2
overcast clouds,320,1
overcast clouds,320,1
overcast clouds,300,3
overcast clouds,350,1
overcast clouds,330,1
overcast clouds,80,1
scattered clouds,90,1
few clouds,0,1
scattered clouds,70,2
few clouds,80,2
few clouds,80,2
light rain,60,1
few clouds,90,2
light rain,240,2
light rain,240,2
scattered clouds,240,4
scattered clouds,240,4
scattered clouds,270,4
scattered clouds,280,3
scattered clouds,270,3
scattered clouds,290,3
broken clouds,310,2
broken clouds,300,3
overcast clouds,350,1
overcast clouds,290,1
overcast clouds,0,0
overcast clouds,0,1
overcast clouds,0,1
overcast clouds,280,1
overcast clouds,310,1
overcast clouds,80,2
broken clouds,80,2
broken clouds,330,2
broken clouds,0,0
broken clouds,250,1
broken clouds,0,0
broken clouds,250,3
broken clouds,280,2
broken clouds,270,1
broken clouds,290,2
broken clouds,290,4
broken clouds,280,3
broken clouds,270,3
broken clouds,270,3
broken clouds,280,3
overcast clouds,280,4
overcast clouds,340,2
overcast clouds,200,1
overcast clouds,0,1
overcast clouds,0,0
overcast clouds,80,1
overcast clouds,100,3
overcast clouds,80,5
overcast clouds,110,5
light rain,80,6
light rain,70,8
light rain,60,4
light rain,70,3
light rain,90,5
light rain,70,5
light rain,90,7
light rain,80,6
light rain,90,8
moderate rain,90,5
moderate rain,100,5
moderate rain,90,6
light rain,100,6
light rain,90,5
light rain,90,5
moderate rain,110,7
light rain,100,3
light rain,160,5
light rain,150,5
moderate rain,160,7
moderate rain,190,4
moderate rain,190,8
moderate rain,170,5
moderate rain,150,3
moderate rain,130,3
light rain,110,3
light rain,90,3
light rain,90,3
broken clouds,70,3
broken clouds,80,4
broken clouds,80,4
broken clouds,120,5
broken clouds,120,5
light rain,60,5
light rain,100,3
light rain,80,3
moderate rain,220,1
moderate rain,360,1
overcast clouds,70,3
moderate rain,0,1
heavy intensity rain,110,2
light rain,100,3
moderate rain,80,3
moderate rain,80,3
moderate rain,60,4
moderate rain,60,4
moderate rain,70,3
light rain,60,4
light rain,50,2
light rain,50,4
light rain,60,3
light rain,70,3
light rain,100,3
light rain,90,3
light rain,90,4
moderate rain,90,3
light rain,90,3
light rain,90,4
light rain,80,2
overcast clouds,280,3
light rain,190,1
scattered clouds,230,2
scattered clouds,220,2
broken clouds,210,1
light rain,140,2
light rain,110,3
light rain,90,3
light rain,90,3
light rain,80,3
moderate rain,90,4
light rain,120,5
light rain,100,3
overcast clouds,100,6
overcast clouds,80,5
light rain,80,4
light rain,80,5
moderate rain,100,6
moderate rain,70,7
moderate rain,70,8
moderate rain,70,8
light rain,70,6
light rain,70,5
light rain,80,7
moderate rain,100,6
moderate rain,90,7
light rain,100,6
light rain,100,5
heavy intensity rain,80,5
heavy intensity rain,80,3
light rain,80,4
light rain,90,5
light rain,100,6
light rain,90,4
light rain,90,4
light rain,70,3
light rain,100,4
light rain,90,4
light rain,80,3
light rain,70,4
light rain,100,5
light rain,120,6
light rain,120,6
light rain,140,7
moderate rain,140,8
broken clouds,150,6
broken clouds,120,9
light rain,150,6
overcast clouds,140,7
light rain,140,6
light rain,130,6
light rain,130,6
broken clouds,110,5
light rain,110,4
moderate rain,150,5
moderate rain,120,4
light rain,120,4
overcast clouds,140,6
light rain,150,7
broken clouds,160,6
overcast clouds,170,5
overcast clouds,170,4
light rain,180,5
light rain,140,2
light rain,100,2
moderate rain,90,3
light rain,160,4
moderate rain,130,5
moderate rain,140,4
light rain,170,4
light rain,170,5
broken clouds,170,4
light rain,190,4
light rain,180,4
broken clouds,190,6
broken clouds,190,5
scattered clouds,180,4
broken clouds,110,2
scattered clouds,90,4
scattered clouds,60,3
broken clouds,70,3
broken clouds,100,5
broken clouds,80,3
broken clouds,70,3
few clouds,70,3
sky is clear,40,3
sky is clear,80,2
sky is clear,30,1
few clouds,0,0
few clouds,70,1
scattered clouds,80,1
scattered clouds,230,2
scattered clouds,240,3
scattered clouds,230,4
broken clouds,300,3
broken clouds,290,5
broken clouds,280,7
scattered clouds,300,7
scattered clouds,310,7
scattered clouds,300,6
broken clouds,310,6
scattered clouds,310,5
sky is clear,310,4
sky is clear,310,2
sky is clear,330,3
sky is clear,230,1
sky is clear,100,2
sky is clear,240,2
sky is clear,0,0
sky is clear,130,2
sky is clear,320,3
sky is clear,310,6
few clouds,350,2
few clouds,350,1
few clouds,300,1
few clouds,290,5
sky is clear,290,5
few clouds,290,5
few clouds,290,5
few clouds,290,3
few clouds,260,3
few clouds,240,3
few clouds,280,2
few clouds,230,2
few clouds,210,2
few clouds,320,1
few clouds,0,0
few clouds,0,0
few clouds,0,1
sky is clear,80,2
sky is clear,70,2
sky is clear,110,1
few clouds,90,2
scattered clouds,70,3
scattered clouds,40,1
few clouds,360,1
overcast clouds,330,1
overcast clouds,10,1
overcast clouds,90,4
overcast clouds,120,2
overcast clouds,220,2
overcast clouds,150,4
overcast clouds,150,3
overcast clouds,130,4
overcast clouds,160,3
overcast clouds,150,3
overcast clouds,140,4
overcast clouds,140,4
overcast clouds,120,4
overcast clouds,100,4
broken clouds,100,4
overcast clouds,100,3
overcast clouds,80,3
overcast clouds,80,3
overcast clouds,70,2
overcast clouds,100,3
overcast clouds,80,3
overcast clouds,80,4
overcast clouds,100,4
overcast clouds,100,4
overcast clouds,100,3
overcast clouds,90,2
overcast clouds,100,4
moderate rain,90,5
moderate rain,80,6
moderate rain,100,7
moderate rain,70,5
moderate rain,80,5
moderate rain,70,3
moderate rain,60,4
heavy intensity rain,80,6
moderate rain,70,6
moderate rain,90,6
moderate rain,90,6
light rain,90,5
light rain,100,5
moderate rain,130,5
moderate rain,150,6
moderate rain,160,5
moderate rain,170,5
moderate rain,160,4
moderate rain,170,5
moderate rain,180,5
light rain,160,2
light rain,130,2
moderate rain,100,3
broken clouds,120,3
broken clouds,170,4
broken clouds,180,5
moderate rain,170,5
heavy intensity rain,150,7
moderate rain,150,6
scattered clouds,160,6
scattered clouds,180,3
scattered clouds,150,4
overcast clouds,170,5
overcast clouds,150,5
light rain,170,4
light rain,200,5
light rain,190,3
light rain,160,1
overcast clouds,0,0
scattered clouds,130,2
scattered clouds,90,1
scattered clouds,80,2
broken clouds,90,3
overcast clouds,80,3
light rain,90,4
light rain,80,4
light rain,80,4
broken clouds,90,3
overcast clouds,90,2
moderate rain,140,5
light rain,130,6
moderate rain,110,5
moderate rain,130,6
moderate rain,110,6
moderate rain,100,3
moderate rain,90,4
moderate rain,120,4
moderate rain,50,3
moderate rain,90,2
light rain,120,1
moderate rain,240,1
broken clouds,0,0
light rain,240,1
broken clouds,240,2
broken clouds,240,4
overcast clouds,260,4
overcast clouds,280,6
broken clouds,280,3
broken clouds,280,5
broken clouds,280,4
broken clouds,300,5
broken clouds,270,3
broken clouds,250,3
broken clouds,210,3
broken clouds,210,3
broken clouds,220,3
broken clouds,210,3
broken clouds,250,2
broken clouds,260,2
broken clouds,240,1
overcast clouds,160,3
overcast clouds,200,3
overcast clouds,170,1
overcast clouds,30,2
overcast clouds,20,3
light rain,60,4
light rain,50,3
moderate rain,50,3
moderate rain,60,4
moderate rain,60,3
light rain,70,2
moderate rain,130,3
moderate rain,70,3
moderate rain,80,3
moderate rain,80,3
moderate rain,70,2
overcast clouds,90,3
moderate rain,60,3
overcast clouds,40,3
light rain,90,2
light rain,250,4
light rain,290,5
overcast clouds,280,5
broken clouds,300,5
overcast clouds,300,3
broken clouds,300,2
broken clouds,0,0
scattered clouds,120,1
broken clouds,200,1
broken clouds,80,1
broken clouds,140,2
broken clouds,180,2
overcast clouds,120,2
overcast clouds,90,3
moderate rain,90,3
moderate rain,80,4
moderate rain,100,5
moderate rain,110,5
moderate rain,130,6
moderate rain,120,5
light rain,120,2
light rain,150,5
light rain,110,4
overcast clouds,150,5
overcast clouds,150,5
overcast clouds,160,4
overcast clouds,140,3
overcast clouds,160,4
overcast clouds,130,3
broken clouds,100,2
few clouds,140,1
scattered clouds,260,6
overcast clouds,290,8
sky is clear,280,8
sky is clear,280,9
sky is clear,280,8
sky is clear,270,9
sky is clear,270,9
sky is clear,270,8
few clouds,270,6
few clouds,280,5
overcast clouds,290,8
overcast clouds,280,8
broken clouds,280,6
overcast clouds,290,6
scattered clouds,280,7
scattered clouds,270,6
scattered clouds,240,5
scattered clouds,230,3
scattered clouds,250,3
scattered clouds,230,3
overcast clouds,210,4
overcast clouds,180,4
overcast clouds,190,3
overcast clouds,200,2
broken clouds,330,2
scattered clouds,20,2
few clouds,50,1
few clouds,40,2
sky is clear,100,3
sky is clear,70,3
scattered clouds,10,2
broken clouds,90,2
broken clouds,90,2
broken clouds,80,2
overcast clouds,80,3
overcast clouds,100,4
overcast clouds,100,4
overcast clouds,100,2
overcast clouds,90,2
overcast clouds,80,1
overcast clouds,220,3
overcast clouds,230,4
overcast clouds,230,3
broken clouds,230,3
broken clouds,250,3
overcast clouds,260,3
broken clouds,230,2
overcast clouds,280,2
overcast clouds,300,1
overcast clouds,310,1
few clouds,330,1
overcast clouds,0,1
overcast clouds,300,1
overcast clouds,200,1
overcast clouds,270,1
overcast clouds,180,2
overcast clouds,220,2
overcast clouds,0,0
broken clouds,30,2
broken clouds,120,2
overcast clouds,200,1
broken clouds,190,1
broken clouds,0,0
broken clouds,200,1
broken clouds,180,1
broken clouds,180,1
broken clouds,180,4
scattered clouds,180,3
few clouds,180,3
few clouds,180,2
few clouds,0,0
few clouds,0,0
few clouds,0,0
sky is clear,360,1
sky is clear,270,6
sky is clear,270,5
sky is clear,320,4
sky is clear,360,2
sky is clear,270,4
few clouds,0,1
overcast clouds,320,3
overcast clouds,10,1
broken clouds,360,2
broken clouds,10,1
scattered clouds,10,1
few clouds,10,1
few clouds,320,6
few clouds,270,7
few clouds,320,7
few clouds,320,7
few clouds,290,7
few clouds,280,6
few clouds,280,5
few clouds,290,3
few clouds,300,5
few clouds,310,4
few clouds,320,4
few clouds,30,2
few clouds,60,2
few clouds,320,1
sky is clear,80,2
sky is clear,30,1
sky is clear,0,0
sky is clear,0,1
few clouds,70,1
few clouds,0,0
few clouds,0,0
few clouds,0,0
few clouds,300,6
few clouds,300,4
few clouds,240,3
few clouds,240,3
scattered clouds,250,2
scattered clouds,250,3
few clouds,250,2
few clouds,280,3
few clouds,300,3
few clouds,310,3
few clouds,300,2
scattered clouds,300,3
few clouds,20,1
few clouds,50,2
few clouds,0,0
few clouds,330,1
few clouds,0,1
sky is clear,40,1
sky is clear,90,1
sky is clear,0,0
few clouds,0,1
few clouds,140,2
scattered clouds,110,2
overcast clouds,110,1
overcast clouds,100,3
overcast clouds,160,2
overcast clouds,90,2
broken clouds,250,3
broken clouds,260,1
overcast clouds,240,3
broken clouds,200,5
broken clouds,150,2
broken clouds,140,3
overcast clouds,290,4
scattered clouds,300,3
broken clouds,290,4
broken clouds,290,6
broken clouds,280,6
broken clouds,260,5
broken clouds,260,5
broken clouds,250,9
broken clouds,250,9
sky is clear,124,1
few clouds,260,7
few clouds,260,7
few clouds,270,8
few clouds,270,8
scattered clouds,250,6
broken clouds,250,5
overcast clouds,220,3
overcast clouds,180,2
overcast clouds,130,2
overcast clouds,190,2
moderate rain,140,4
moderate rain,150,3
light rain,120,3
light rain,160,6
overcast clouds,180,5
overcast clouds,160,4
overcast clouds,160,3
heavy intensity rain,0,2
moderate rain,150,3
moderate rain,70,2
moderate rain,70,3
moderate rain,60,3
moderate rain,60,5
moderate rain,70,3
moderate rain,90,4
moderate rain,80,4
moderate rain,80,4
moderate rain,90,3
moderate rain,90,4
moderate rain,100,3
moderate rain,120,4
moderate rain,130,6
moderate rain,130,5
moderate rain,120,5
moderate rain,120,5
moderate rain,130,5
moderate rain,130,5
moderate rain,120,4
moderate rain,130,4
moderate rain,130,3
moderate rain,140,4
light rain,140,4
moderate rain,140,4
moderate rain,120,4
moderate rain,100,4
moderate rain,100,5
moderate rain,130,5
moderate rain,150,4
heavy intensity rain,140,3
light rain,160,4
moderate rain,90,3
moderate rain,80,4
moderate rain,120,4
moderate rain,130,4
moderate rain,120,5
moderate rain,120,5
moderate rain,130,6
moderate rain,100,4
moderate rain,140,6
moderate rain,130,7
moderate rain,130,6
moderate rain,130,6
moderate rain,140,5
moderate rain,150,5
heavy intensity rain,280,12
moderate rain,270,14
light rain,270,13
overcast clouds,270,10
overcast clouds,280,5
light rain,280,4
broken clouds,260,6
moderate rain,250,6
moderate rain,270,7
scattered clouds,270,6
overcast clouds,260,6
light rain,250,5
light rain,270,5
few clouds,270,5
few clouds,260,5
scattered clouds,260,4
broken clouds,230,3
broken clouds,230,2
broken clouds,240,3
broken clouds,180,4
broken clouds,180,4
broken clouds,190,3
broken clouds,170,3
broken clouds,120,5
broken clouds,140,3
broken clouds,100,3
scattered clouds,80,3
overcast clouds,60,4
overcast clouds,70,4
overcast clouds,80,4
overcast clouds,100,2
overcast clouds,100,2
overcast clouds,90,3
overcast clouds,90,2
overcast clouds,250,3
broken clouds,90,2
overcast clouds,80,6
broken clouds,90,4
overcast clouds,100,4
overcast clouds,90,6
overcast clouds,100,4
overcast clouds,130,7
light rain,130,7
light rain,140,6
light rain,130,7
moderate rain,140,5
moderate rain,150,8
moderate rain,150,5
light rain,150,2
moderate rain,170,3
moderate rain,190,7
moderate rain,190,7
broken clouds,210,6
broken clouds,210,6
moderate rain,190,5
moderate rain,180,4
broken clouds,190,4
broken clouds,80,2
broken clouds,80,2
sky is clear,0,0
sky is clear,46,2
heavy intensity rain,133,5
overcast clouds,140,8
overcast clouds,140,8
overcast clouds,130,6
overcast clouds,150,7
overcast clouds,140,5
overcast clouds,100,4
overcast clouds,140,7
light rain,140,4
broken clouds,80,3
overcast clouds,60,4
overcast clouds,50,3
overcast clouds,60,2
overcast clouds,90,3
overcast clouds,70,4
overcast clouds,60,4
overcast clouds,80,3
overcast clouds,80,1
overcast clouds,20,1
overcast clouds,150,1
overcast clouds,0,0
light rain,350,1
light rain,0,0
overcast clouds,240,2
overcast clouds,0,0
overcast clouds,290,1
overcast clouds,0,0
overcast clouds,300,2
overcast clouds,290,3
light rain,310,4
overcast clouds,300,5
broken clouds,290,7
broken clouds,280,8
broken clouds,290,9
overcast clouds,290,9
overcast clouds,290,7
overcast clouds,280,7
light rain,270,6
light rain,280,5
light rain,270,6
light rain,260,6
light rain,260,7
light rain,270,8
light rain,270,8
light rain,270,9
overcast clouds,280,8
broken clouds,270,8
broken clouds,250,6
broken clouds,240,6
broken clouds,220,7
broken clouds,210,4
broken clouds,230,3
light rain,220,3
scattered clouds,220,3
few clouds,180,4
scattered clouds,170,6
scattered clouds,180,6
scattered clouds,190,5
broken clouds,150,5
overcast clouds,170,4
overcast clouds,260,2
light rain,320,1
moderate rain,80,4
light rain,60,3
light rain,60,3
light rain,60,3
light rain,70,4
light rain,100,3
overcast clouds,120,4
light rain,130,5
light rain,120,3
light rain,130,5
light rain,130,7
broken clouds,130,7
light rain,120,6
broken clouds,150,4
overcast clouds,180,5
light rain,150,3
light rain,140,3
overcast clouds,110,4
broken clouds,140,6
overcast clouds,120,5
overcast clouds,110,4
overcast clouds,110,5
light rain,110,6
light rain,100,5
light rain,90,5
moderate rain,70,7
moderate rain,70,6
moderate rain,80,9
moderate rain,90,7
moderate rain,80,8
moderate rain,80,8
light rain,100,6
overcast clouds,90,5
overcast clouds,90,6
light rain,90,7
broken clouds,100,7
moderate rain,140,3
moderate rain,140,7
moderate rain,140,7
moderate rain,150,6
moderate rain,170,6
overcast clouds,150,5
overcast clouds,180,4
broken clouds,200,6
broken clouds,190,6
broken clouds,180,5
broken clouds,180,5
scattered clouds,70,2
broken clouds,120,2
broken clouds,150,1
light rain,170,2
sky is clear,100,2
sky is clear,90,2
sky is clear,90,3
broken clouds,90,3
broken clouds,90,2
broken clouds,90,2
broken clouds,100,3
broken clouds,0,0
broken clouds,240,2
scattered clouds,230,3
few clouds,240,4
scattered clouds,240,3
broken clouds,260,3
broken clouds,240,3
scattered clouds,240,4
scattered clouds,20,3
few clouds,270,3
few clouds,260,3
sky is clear,240,1
sky is clear,230,2
sky is clear,180,1
sky is clear,0,1
sky is clear,40,1
sky is clear,80,2
sky is clear,90,3
sky is clear,80,3
sky is clear,70,3
broken clouds,90,2
broken clouds,80,4
broken clouds,100,4
scattered clouds,80,5
scattered clouds,90,5
broken clouds,130,5
broken clouds,160,2
broken clouds,120,6
light rain,140,7
broken clouds,120,7
broken clouds,160,6
broken clouds,120,5
broken clouds,130,6
broken clouds,140,6
overcast clouds,100,5
broken clouds,90,5
overcast clouds,120,10
light rain,120,8
light rain,120,9
moderate rain,130,9
moderate rain,130,5
moderate rain,140,5
light rain,170,4
light rain,170,5
light rain,180,5
light rain,160,4
light rain,170,4
light rain,180,6
moderate rain,180,5
light rain,170,5
light rain,190,6
light rain,190,6
scattered clouds,210,5
broken clouds,200,4
broken clouds,200,7
light rain,190,5
light rain,170,5
broken clouds,200,4
light rain,190,2
broken clouds,210,3
broken clouds,210,4
few clouds,210,5
sky is clear,210,4
few clouds,180,1
sky is clear,100,3
sky is clear,100,2
sky is clear,90,3
broken clouds,90,2
scattered clouds,70,3
sky is clear,80,3
few clouds,70,4
few clouds,80,5
broken clouds,100,4
moderate rain,140,3
moderate rain,120,2
broken clouds,150,3
broken clouds,140,4
scattered clouds,120,2
scattered clouds,110,4
scattered clouds,140,5
broken clouds,140,7
scattered clouds,220,4
broken clouds,210,4
broken clouds,330,1
broken clouds,20,3
broken clouds,50,4
broken clouds,60,3
overcast clouds,70,3
overcast clouds,80,3
overcast clouds,80,3
overcast clouds,90,3
overcast clouds,90,4
overcast clouds,80,1
overcast clouds,80,1
overcast clouds,40,1
overcast clouds,54,1
overcast clouds,5,1
overcast clouds,10,1
broken clouds,29,1
broken clouds,30,1
broken clouds,45,1
broken clouds,28,1
broken clouds,53,1
scattered clouds,46,1
scattered clouds,34,1
few clouds,30,1
sky is clear,20,1
few clouds,28,1
sky is clear,12,1
few clouds,14,1
sky is clear,15,1
few clouds,17,1
few clouds,19,1
scattered clouds,19,1
scattered clouds,21,1
scattered clouds,22,1
scattered clouds,26,1
scattered clouds,26,1
scattered clouds,28,1
scattered clouds,161,0
scattered clouds,120,0
few clouds,210,0
scattered clouds,150,1
few clouds,289,0
few clouds,279,1
sky is clear,297,1
few clouds,278,1
few clouds,286,1
scattered clouds,288,1
few clouds,299,1
scattered clouds,302,1
scattered clouds,315,1
scattered clouds,316,1
scattered clouds,326,1
scattered clouds,330,1
scattered clouds,341,1
scattered clouds,347,1
scattered clouds,171,1
scattered clouds,238,1
broken clouds,122,1
scattered clouds,198,1
scattered clouds,19,1
scattered clouds,31,1
scattered clouds,43,1
scattered clouds,55,1
few clouds,67,1
scattered clouds,147,1
few clouds,137,1
scattered clouds,194,1
scattered clouds,173,1
scattered clouds,256,1
scattered clouds,261,1
few clouds,272,1
scattered clouds,274,1
few clouds,283,0
scattered clouds,214,0
sky is clear,249,0
sky is clear,206,0
few clouds,199,0
few clouds,144,0
scattered clouds,125,0
sky is clear,124,1
few clouds,100,0
sky is clear,93,1
few clouds,98,1
sky is clear,87,1
sky is clear,88,1
few clouds,106,1
few clouds,101,1
few clouds,113,2
scattered clouds,117,1
scattered clouds,132,2
scattered clouds,138,2
scattered clouds,136,1
broken clouds,145,1
broken clouds,146,1
broken clouds,168,1
broken clouds,161,1
broken clouds,175,1
light rain,178,1
light rain,197,1
light rain,203,1
moderate rain,200,1
moderate rain,210,1
moderate rain,210,1
moderate rain,191,1
moderate rain,197,1
moderate rain,185,1
moderate rain,190,1
moderate rain,171,1
moderate rain,171,1
moderate rain,177,1
moderate rain,174,1
moderate rain,178,1
moderate rain,171,1
moderate rain,179,1
moderate rain,176,1
moderate rain,134,1
moderate rain,144,1
moderate rain,115,1
overcast clouds,90,2
overcast clouds,90,2
overcast clouds,90,2
moderate rain,86,2
moderate rain,75,2
moderate rain,76,2
heavy intensity rain,79,2
heavy intensity rain,79,2
heavy intensity rain,82,2
moderate rain,94,4
overcast clouds,100,5
moderate rain,100,5
moderate rain,90,4
moderate rain,70,5
moderate rain,70,4
moderate rain,60,4
moderate rain,60,4
moderate rain,70,5
moderate rain,70,6
moderate rain,70,5
